Size k ClusType MeanSep SimNum SSE SSR RSQ FSTAT Calinski-Harabasz Fowlkes-Mallows Mutual-Information Homogeneity Completeness V-measure Adjusted-Rand Adjusted-Mutual-Info
120 5 A 2 0 88.86220216922915 1130.239823539563 0.9213775693277731 336.92172693830054 336.92172693830065 0.6869240019853825 1.1289463409584652 0.7014538008807414 0.731243038464805 0.716038724470177 0.6050846968516433 0.6873943461548976
120 5 A 2 1 85.61445107582998 1052.6950836497253 0.9186711780024639 324.7532144062162 324.7532144062158 0.8210755146957659 1.3209050976194605 0.8207244823888453 0.82280230855373 0.8217620820270544 0.7779683714771513 0.8124623193790557
120 5 A 2 2 112.0214684813149 1129.4633718047644 0.9008188567440516 261.12364993169416 261.123649931694 0.7208454704340307 1.2159168554837647 0.755491619831934 0.7751279047178002 0.7651838055371101 0.6500551154861698 0.7440900598001597
120 5 A 2 3 81.37742667737264 1095.5360045310274 0.9257190760131992 358.2941892336812 358.2941892336812 0.8651997328506501 1.3899636667171693 0.8636329838999507 0.8649183670998009 0.8642751975823498 0.8327990627978197 0.857350750145891
120 5 A 2 4 160.9190734384957 1109.9065717199696 0.8550156584899511 169.54727610969167 169.5472761096916 0.7997136753507994 1.3047304445891164 0.810674605406712 0.8909381098212744 0.848913379827904 0.7376005212530649 0.8016142917018556
120 5 A 2 5 117.49094514737054 1189.6695308631345 0.9012406873511101 262.3617871203932 262.36178712039305 0.8593219041126924 1.4071570594926297 0.8743158394749491 0.8839886370461822 0.8791256322278497 0.8246587983152004 0.8685039196817625
120 5 A 2 6 90.52983414294735 1142.1921273206488 0.9207402747948265 333.981512449445 333.9815124494445 0.8847409205004347 1.4340221210717383 0.8910080407531444 0.8941088297001716 0.892555742155898 0.8569109601394816 0.8859825747419574
120 5 A 2 7 110.60770026027015 1146.8077024987067 0.9035516590800061 269.3370352539168 269.3370352539168 0.655538663445166 1.0626534602754523 0.6602637181997933 0.691813148743575 0.6756703454613157 0.562909127112527 0.6443307208638583
120 5 A 2 8 119.75164488982665 1118.7500420472898 0.8929594275851972 239.83974453712955 239.83974453712938 0.759624766025943 1.2622023119875503 0.7842503909197754 0.8800477871521786 0.8293920286588697 0.677708905815484 0.7738521393376842
120 5 A 2 9 172.19028172165963 1075.625197457563 0.8399160951894183 150.84332035296282 150.84332035296282 0.8214590958919487 1.3206265872007896 0.8205514341360862 0.9501534998665541 0.8806095267409019 0.7559058747608841 0.8123053213950427
120 5 A 2 10 133.462079151541 1066.9598861090885 0.8749136861759247 201.09129215315082 201.09129215315093 0.5934122208209689 0.9153230251434736 0.5687221719284262 0.6317740420009362 0.5985923173530554 0.47294000615807297 0.5477951659191994
120 5 A 2 11 113.13963122649182 1074.2379712506995 0.8946791732796718 244.2254493509963 244.22544935099623 0.6665840415661538 1.0234599051509872 0.6359113931913752 0.731714849832782 0.6804575620705801 0.5658433567758924 0.6202869673253756
120 5 A 2 12 68.75633948214177 1048.5021299174282 0.934424225263561 409.67409968546264 409.6740996854629 0.5415703313336231 0.9154482331693894 0.5687999680490149 0.5848283638572966 0.5767028174949558 0.4250285343378392 0.5487084256824709
120 5 A 2 13 116.57688107926995 1125.612971180428 0.8964325358146717 248.84683242367956 248.84683242367956 0.9666666666666667 1.540155829734429 0.9569526216796463 0.9569526216796463 0.9569526216796463 0.9586805555555555 0.9549706455731097
120 5 A 2 14 124.85668967880821 990.1694759743493 0.873903717789375 199.25037793324807 199.2503779332481 0.7254336010410632 1.2369249767540174 0.7685446994866069 0.8172674560940487 0.7921575947486654 0.6488243259879355 0.7575738668189596
120 5 A 2 15 117.9866463753136 1084.2467828141116 0.8911810039508857 235.45019522165046 235.45019522165066 0.8237067639196013 1.3503238436382967 0.8390033770212847 0.8544913421270458 0.8466765364826006 0.7795206424896474 0.8315286437229582
120 5 A 2 16 87.92305610452891 1079.1819651146639 0.9185280527782106 324.132200320246 324.1322003202459 0.6298876786945535 1.0613484746555795 0.6594528850450684 0.7143813328875117 0.6858190382009104 0.5238785069293544 0.6431828005649973
120 5 A 2 17 185.79955933299038 1078.9384504646753 0.8277941070197558 138.2013133519667 138.20131335196672 0.5792557309785594 0.9133321799161725 0.5674851902394028 0.664636003879231 0.6122305028137455 0.4395628303408029 0.546207569146761
120 5 A 2 18 80.35607043974942 1055.141286222998 0.923843307537142 348.76114275375727 348.7611427537569 0.9667159182422174 1.5506802149417007 0.9634917898736866 0.9643249345765055 0.9639081821949907 0.9587260416509583 0.9618102928724103
120 5 A 2 19 90.8672475271719 1124.29779408237 0.9191786660033999 326.9729085232549 326.9729085232551 0.9212776150034941 1.4787557407221859 0.9188026013912698 0.9230950909271874 0.9209438443975965 0.9022075626751922 0.915056412333732
120 5 A 2 20 137.65711822546825 1043.9560887629564 0.868138976622488 189.2825866096919 189.28258660969183 0.782044118850739 1.332179040210122 0.8277293767706427 0.9061744474894472 0.8651774108474538 0.7114971558052258 0.819512440341085
120 5 A 2 21 141.8100788729152 1081.0906991380448 0.868826844051123 190.4259418459439 190.42594184594395 0.7589198165107816 1.2604086845096503 0.7831359475081701 0.8703098995620683 0.8244249051481968 0.6806380604890994 0.7727235754587766
120 5 A 2 22 82.2216678265176 1060.9362666043585 0.9225008415541519 342.22177023010937 342.22177023010994 0.6549974352134641 1.0668742959023718 0.6628862708278322 0.6756947580413536 0.6692292341156729 0.5689360069644254 0.6472258022890347
