Size k nRow nCol ClusType MeanSep SimNum SSE SSR RSQ FSTAT Calinski-Harabasz Fowlkes-Mallows Mutual-Information Homogeneity Completeness V-measure Adjusted-Rand Adjusted-Mutual-Info
120 5 5 1 A 2 13 766.9670283078792 1125.612971180428 0.31862278780994996 13.443955837755603 13.443955837755606 0.24370445944576735 0.2435848399992983 0.15134777062067756 0.15755532463597327 0.15438917575921093 0.0483770500657101 0.11151769507888795
120 5 1 5 A 2 14 786.64310396448 990.1694759743493 0.20554700679860355 7.438421777034932 7.438421777034936 0.6908510899397471 1.0807323646373594 0.6714967730584084 0.7835730789976719 0.7232186046035938 0.5872814415801786 0.6563718597334688
120 5 5 1 A 2 14 662.4920606751247 990.1694759743493 0.33093063687585667 14.220133717908025 14.220133717908016 0.22812928656784226 0.1911688598023149 0.11877989099510695 0.12352005370920696 0.12110360597228931 0.029718486848757098 0.07738465628066703
120 5 1 5 A 2 15 104.43379646755133 1084.2467828141116 0.9036807873236217 269.73665911126943 269.73665911126955 0.829493090693138 1.3704200757889349 0.8514898681094962 0.9241567152574628 0.8863363767974065 0.777348135212673 0.8443905281616695
120 5 5 1 A 2 15 663.5108777313694 1084.2467828141116 0.3880444117996292 18.230533480456543 18.230533480456533 0.23758437465147836 0.23953130709160575 0.14882916901674118 0.15392056319253342 0.15133205468005875 0.04286999028154509 0.10902059924604045
120 5 1 5 A 2 16 101.28520410188413 1079.1819651146639 0.9061463151016219 277.57787653601054 277.5778765360106 0.777592129789305 1.2231860684700104 0.7600082358070429 0.8598128583816071 0.8068358363367643 0.7079630354498886 0.7490156808161019
120 5 5 1 A 2 16 738.8805211673224 1079.1819651146639 0.31533277514620456 13.241202377387502 13.241202377387499 0.24115897197603572 0.2306574480536358 0.14331553039209288 0.15028044985394604 0.14671537641851734 0.04254240676223656 0.10298277975016776
120 5 1 5 A 2 17 124.5074230661948 1078.9384504646753 0.884601922368628 220.38759908409475 220.38759908409475 0.6876489377456881 1.121975125340897 0.6971223410811986 0.7355654938604181 0.7158281470567786 0.6042189872287219 0.6827549125323102
120 5 5 1 A 2 17 703.0554493989633 1078.938450464675 0.34838224636801773 15.370958705857015 15.370958705857015 0.2379515906121191 0.2342824408415591 0.1455678650487563 0.15130986157726947 0.14838333451920918 0.04228207565239076 0.10542945446531571
120 5 1 5 A 2 18 97.91988182752513 1055.1412862229981 0.9071973743174804 281.0472690810986 281.04726908109865 0.9366149809858022 1.5137441048334714 0.9405420943167033 0.9438152662712526 0.942175837506599 0.921301028076715 0.9378005738763651
120 5 5 1 A 2 18 709.5275094391886 1055.1412862229977 0.3275521309766716 14.004243599220345 14.00424359922035 0.24134630891904668 0.23438552576208102 0.14563191531110284 0.15219977806267 0.14884342856940072 0.04509633956414307 0.10535645350375313
120 5 1 5 A 2 19 283.31141532296874 1124.29779408237 0.7480103431545003 85.34198440881742 85.34198440881741 0.812817970583732 1.2741171980759889 0.7916535258878207 0.9248295325098936 0.8530751954407022 0.7462753770973766 0.7826957748839092
120 5 5 1 A 2 19 754.1063081099184 1124.2977940823703 0.3292646200329824 14.113401661343312 14.1134016613433 0.25281742435485044 0.2817870085743734 0.1750841125323071 0.18118419040222386 0.17808192825555602 0.062040472848225 0.136452839550519
120 5 1 5 A 2 20 328.1295353375408 1043.9560887629564 0.6856864585881574 62.7191739683245 62.71917396832448 0.8126027970602836 1.2737837757968289 0.7914463589778181 0.9248113355307059 0.8529471612440951 0.7459427969958659 0.7824789797870532
120 5 5 1 A 2 20 750.4139750354843 1043.9560887629564 0.2811824337126162 11.24624014267026 11.246240142670269 0.23291505833218848 0.21754862429800914 0.13517056024173713 0.1395583831199122 0.1373294317076521 0.03791083099057683 0.09472326287944066
120 5 1 5 A 2 21 107.7650101709644 1081.0906991380446 0.9003182524307298 259.66789696775976 349.23450490736394 0.6929970983006964 1.0517830712498426 0.6535095657459286 0.7814143292443776 0.7117614261703951 0.5940019476776924 0.6417507582927141
120 5 5 1 A 2 21 764.1555755894177 1081.0906991380448 0.29316238110393505 11.92412264347445 11.924122643474444 0.2367337850629973 0.22735562712387547 0.1412639937007727 0.14654237552799035 0.14385478173367294 0.04091594441853151 0.10101958797424188
120 5 1 5 A 2 22 86.48487635736937 1060.9362666043585 0.918482495999337 323.9349889781482 323.93498897814794 0.5920921040815125 0.9375914497149929 0.5825583220523167 0.6412511952655788 0.6104973282879298 0.47870002859992883 0.5629531222578207
120 5 5 1 A 2 22 726.7377758460768 1060.9362666043585 0.3150033619153393 13.221008909457893 13.221008909457902 0.23657381401263802 0.20262588459930791 0.12589854074759446 0.13179961284985547 0.128781511991857 0.038380387822767 0.08467639462701886
120 5 1 5 A 2 23 134.96180370199008 1105.2444942895072 0.8778896394424035 206.6927574262982 206.69275742629827 0.7094255438313203 1.1211896213509822 0.6966342800110286 0.7852309402007276 0.7382841343573051 0.6181852354038851 0.6820883186452735
120 5 5 1 A 2 23 767.9509238247695 1105.2444942895072 0.30517552650788166 12.627356579720596 12.627356579720592 0.23247353778236987 0.20678370685367986 0.12848194096592516 0.1338278635763114 0.13110042682250492 0.03468291451851317 0.0875053810063769
120 5 1 5 A 2 24 143.37683002602168 1107.0708026237671 0.8704899183627485 193.24043994525996 193.24043994526 0.7173932528128255 1.2011769999138706 0.7463332326359958 0.8009947957665846 0.7726985154741185 0.6351043492389437 0.7343143100797946
120 5 5 1 A 2 24 707.2499983492764 1107.0708026237671 0.3611519726894721 16.252878260474535 16.252878260474542 0.22831713120176012 0.21265661708961697 0.13213098526304562 0.13664993108569592 0.13435247022562527 0.03166315055610225 0.09149074667002365
120 5 1 5 A 2 25 344.0295214252061 1136.643283280397 0.6973285053580545 66.23747159527093 66.2374715952709 0.7148320293366563 1.1174280845379052 0.6942971057814319 0.7825842025948728 0.7358017788027245 0.627060248955915 0.6798610754962242
120 5 5 1 A 2 25 848.3004949415787 1136.643283280397 0.2536792259983711 9.772309711209045 9.77230971120904 0.23429494296156772 0.2103003547269497 0.13066695714213247 0.13594884593222567 0.13325558215312677 0.03745323761789898 0.08980433849802258
120 5 1 5 A 2 26 312.2652927848425 970.3948504716379 0.6782080071497977 60.593428794958974 60.59342879495902 0.5591211280186383 0.8490168392628974 0.5275238222634209 0.6416836893634243 0.5790305469832138 0.4042184053337299 0.5047652282601949
120 5 5 1 A 2 26 664.0535423847841 970.394850471638 0.31568727713050393 13.262955537994369 13.262955537994362 0.23838606862622874 0.21379298560821458 0.13283705072218407 0.14007863878926996 0.13636177003421276 0.03753760687100177 0.09186814136302555
120 5 1 5 A 2 27 93.58745726308439 973.3613905898424 0.9038512743901093 270.2659236914786 363.488082877815 0.6880382639658078 1.0604180152905882 0.6588747581364112 0.7895364688229151 0.7183120929373776 0.587695181816375 0.6472678051053518
120 5 5 1 A 2 27 628.0370471901188 973.3613905898424 0.3547750575872567 15.808103864510775 15.80810386451079 0.23568065427834536 0.21397665904661756 0.1329511734460145 0.13975229629353017 0.1362669261358916 0.03557243136569158 0.0920179685767597
120 5 1 5 A 2 28 305.696237130806 1047.999673577595 0.7083050263868503 69.81186290727344 93.8918967796373 0.6555835327291515 1.0070529230080847 0.6257171620152943 0.8153618756571516 0.7080609814097154 0.5214404479286038 0.61261248915536
120 5 5 1 A 2 28 670.2071821483213 1047.9996735775949 0.36048913082156747 16.206233561650922 16.20623356165093 0.23763020260897155 0.22107210583135276 0.13735982240967917 0.14411874140379105 0.1406581336563141 0.038664964435528006 0.09666418080964571
120 5 1 5 A 2 29 166.3593881225708 1024.8871220895874 0.8376802825042922 148.3695788383517 148.3695788383517 0.698602562323974 1.1009445978961634 0.6840553396875709 0.7935649800777148 0.7347521616343908 0.5981744282397021 0.6690008331055027
120 5 5 1 A 2 29 704.5075611503913 1024.8871220895874 0.3125998502996031 13.074256239296245 13.074256239296249 0.22973855498493023 0.2036142792766999 0.12651266488979088 0.13156430380994305 0.12898904356499535 0.03125067599235678 0.08553810312554712
120 5 1 5 A 2 30 115.4492633121738 1043.55336283854 0.8893690850670601 231.12311067098312 231.12311067098315 0.7970513850248664 1.2787897603343308 0.7945567520528333 0.8540834625735865 0.8232454552350957 0.7390167437544812 0.78475137756706
120 5 5 1 A 2 30 676.8014634598238 1043.55336283854 0.3514452757654143 15.579335560588671 15.579335560588666 0.2401368525020542 0.2528809024800136 0.15712373899379486 0.1637371122596501 0.1603622703722209 0.043738146904610274 0.1175285118380436
120 5 1 5 A 2 31 96.47983198888915 1065.0199208530075 0.9094103029438028 288.61500876214393 388.1662726540137 0.6517101948300078 1.0030931092407187 0.6232567913872796 0.7636199630344519 0.6863354317284937 0.5369137133199384 0.6102502360430132
120 5 5 1 A 2 31 729.4867032377242 1065.0199208530075 0.31504877143194127 13.223791418848906 13.223791418848904 0.2333832476279454 0.21848097060099522 0.13574985957088986 0.14130863677937996 0.13847348377075702 0.036066981537140406 0.09512279271075698
120 5 1 5 A 2 32 210.89669338640954 1141.0133414145864 0.8151671976727743 126.79598338611652 126.79598338611649 0.7060668241127632 1.1614122247806222 0.7216259886808012 0.7844894527957733 0.7517457976905227 0.6210505911998448 0.708265641038958
120 5 5 1 A 2 32 796.793818481575 1141.0133414145862 0.3016787888792435 12.420165737710112 12.420165737710114 0.2295460207097121 0.21496403244633444 0.1335646630327135 0.138200660764077 0.1358431195560078 0.03303997532163531 0.09298348161918524
120 5 1 5 A 2 33 160.8238211016542 1128.156964444432 0.8574455273776085 172.92729199318114 172.92729199318103 0.7122604083681209 1.1136936039840086 0.6919767425508624 0.833029377792429 0.7559798581847214 0.6113230177947877 0.6785533029955095
120 5 5 1 A 2 33 786.8847321555105 1128.1569644444319 0.3025042108896461 12.468886836105808 12.468886836105815 0.2401935576595518 0.2245052051944244 0.13949292697776994 0.14593962135306238 0.14264347260754992 0.04244738859710089 0.09899362804554072
120 5 1 5 A 2 34 206.80671092983422 1088.6408897952572 0.8100322035775004 122.5914407148162 122.59144071481626 0.7834080703850603 1.2463205420508219 0.7743824924354474 0.8710869950117343 0.8198930742517869 0.7170545428344982 0.7640578215784982
120 5 5 1 A 2 34 730.226688511753 1088.6408897952574 0.329230882877192 14.111245793962658 14.111245793962645 0.23785852349715575 0.2051009744715835 0.12743640055141398 0.1345364041735222 0.13089018998751015 0.037751845202473544 0.08607998322261652
120 5 1 5 A 2 35 124.34429565771907 1152.6779713670367 0.8921257291746011 237.763968344997 319.7753081509527 0.7475448129773721 1.13501048507396 0.7052216654679023 0.8540040091981412 0.7725143825789965 0.6584694391627257 0.695209098065081
120 5 5 1 A 2 35 820.5104691294687 1152.6779713670367 0.288170252654025 11.638871225448327 11.63887122544832 0.24462318983536566 0.22861944119571126 0.1420492455343923 0.14753460525089288 0.14473997295962915 0.04977010334539268 0.10188697791453138
120 5 1 5 A 2 36 310.45254686205743 1128.040180379984 0.7247859143124844 75.71412990882818 75.71412990882817 0.6803100942819581 1.0987187958775564 0.6826723711359971 0.8113979185124565 0.7414898011204618 0.56215065211605 0.6672894110995256
120 5 5 1 A 2 36 769.7663071218215 1128.0401803799837 0.31760736850479615 13.381170052357268 13.381170052357257 0.24389622543323186 0.23834645696544682 0.14809298024114126 0.1547406115197307 0.15134383336435722 0.047419574651221166 0.10802816479218824
120 5 1 5 A 2 37 118.10221150019653 1174.5965789803233 0.899452958050736 257.1858111649594 257.1858111649595 0.7765020123556335 1.2683947506938036 0.7880979694180897 0.798707135915078 0.7933670869331481 0.7212866491223512 0.7782859383816404
120 5 5 1 A 2 37 751.5064314875012 1174.5965789803233 0.3602003914059668 16.18594496435915 16.18594496435914 0.23674083985106242 0.23519869348542355 0.14613716482527186 0.15139472403538953 0.14871949238622587 0.04165126309303758 0.1061207137831613
120 5 1 5 A 2 38 862.488645905085 1098.5350086679605 0.21487377361700635 7.868315671925367 7.868315671925368 0.7162872216044736 1.1256858927254403 0.6994279704912397 0.8142870210828483 0.752499805740952 0.6202458801987968 0.6856009218132539
120 5 5 1 A 2 38 752.9474332777114 1098.5350086679603 0.31458949661449076 13.195665930114231 13.195665930114222 0.23153277311953452 0.20836038960961087 0.1294615890429028 0.13357043450453615 0.13148391946267712 0.0361796763904699 0.08878477683655832
120 5 1 5 A 2 39 102.91169663137981 1019.7632230273346 0.8990827534200837 256.1368847926097 256.13688479260946 0.7640377614191586 1.2221067876237839 0.7593376409130813 0.8254314047524727 0.791006282378622 0.6958474407835781 0.7478375607949992
120 5 5 1 A 2 39 738.6456085336808 1019.7632230273346 0.2756694967475979 10.941825583633745 10.941825583633749 0.23788584218705297 0.20088887043888415 0.12481927316789844 0.13260866675265112 0.12859612212208574 0.034917206623470115 0.08329786191564
120 5 1 5 A 2 40 476.6804523543645 1068.3120191084051 0.5538003468760057 35.68303978098492 47.9911027779043 0.66048227874793 0.9791305158165922 0.6083679949702213 0.7769091962327959 0.6823857246586315 0.5321591445195786 0.5947691153012533
120 5 5 1 A 2 40 759.4841294086315 1068.312019108405 0.28908023515219455 11.690569275992539 11.690569275992537 0.23642673722293348 0.22224216612424375 0.13808682174519338 0.14384062665059896 0.14090501003033667 0.04020819261790298 0.09749754776045597
120 5 1 5 A 2 41 129.35869822812353 1089.943981346255 0.8813161956559044 213.4902968870645 213.49029688706452 0.96596694405115 1.5394611842115284 0.9565210141491327 0.9569340340844484 0.9567274795415425 0.957805557022474 0.9545188136167183
120 5 5 1 A 2 41 749.5397601652184 1089.943981346255 0.3123135014338838 13.056840849640283 13.056840849640267 0.2386272490766091 0.23367130586183232 0.14518814553612064 0.15120171266999594 0.14813392332186776 0.042405451202365066 0.10500324066498007
120 5 1 5 A 2 42 266.12209043146447 1068.4288294501632 0.7509220239139216 86.67570102651042 116.57253703275607 0.8399532560759783 1.332179040210122 0.8277293767706427 1.0 0.9057460992755192 0.776735459662289 0.8218841996034179
120 5 5 1 A 2 42 726.553507753535 1068.4288294501632 0.31997949912355395 13.52813714872639 13.528137148726396 0.24977209361683125 0.25408686968048755 0.15787304854538237 0.16467708140377363 0.16120330114805997 0.05456389379643001 0.11837732689701845
120 5 1 5 A 2 43 188.67075907146693 1197.06467923508 0.8423888346684602 153.6609347806896 153.66093478068956 0.68599685963981 1.121062010902445 0.6965549911813376 0.7906087332636998 0.7406077087200196 0.5850363114338794 0.6817710505959146
120 5 5 1 A 2 43 766.4268890519191 1197.06467923508 0.3597447971302075 16.153969340873648 16.15396934087365 0.23078713519549504 0.2068957736606089 0.1285515719880747 0.1348258453631253 0.13161397465553712 0.029981480554582322 0.08747146264788735
120 5 1 5 A 2 44 157.15470194923807 1025.3063015158898 0.8467241431005654 158.82031003821487 158.82031003821487 0.6748174967771685 1.0377552305940232 0.6447935782900324 0.7570345417674493 0.6964206297350818 0.5672501053718401 0.6283289486585097
120 5 5 1 A 2 44 707.2511167127007 1025.30630151589 0.31020504246677566 12.929052138642579 12.929052138642584 0.2287402975598749 0.19491980672632042 0.1211104853566705 0.12599456070683235 0.12350425572113582 0.03040378332521074 0.07981217987755226
120 5 1 5 A 2 45 93.75622405594245 1034.26323590975 0.9093497469496019 288.4030032466219 288.4030032466218 0.60367138811558 0.9662026429247329 0.600335455912963 0.6873486275746798 0.64090215449208 0.48764204158378066 0.583200827673194
120 5 5 1 A 2 45 695.1945492856358 1034.2632359097502 0.32783596559522443 14.022297428051347 14.022297428051337 0.2403389760967129 0.23975285371628022 0.14896682367428518 0.15380265815699865 0.1513461219389162 0.046322217548338436 0.10925188171664967
120 5 1 5 A 2 46 278.47566694627295 1014.6425697016064 0.7255430875247338 76.00232611454422 76.00232611454422 0.6007667734758073 0.9611944958535376 0.597223719180217 0.6865090496648043 0.6387614273655546 0.4664495114006515 0.5776832098301443
120 5 5 1 A 2 46 733.4966975160794 1014.6425697016065 0.27708858329116676 11.01974126496556 11.019741264965552 0.2441295817858626 0.2563336919041084 0.1592690776846629 0.1663946914300948 0.16275392935317068 0.047952162692786716 0.11971648020554514
120 5 1 5 A 2 47 181.0839092360585 1077.134802064805 0.831883707694774 142.2625747229931 142.26257472299304 0.6603088326320976 1.0581884007044875 0.6574894207034632 0.7710420574076028 0.7097526423894686 0.5443134430572659 0.6406613032627986
120 5 5 1 A 2 47 685.0607644529559 1077.134802064805 0.3639971866662054 16.454202555800773 16.45420255580078 0.23913125977996869 0.22386590120807726 0.13909570507724922 0.14659121117296608 0.1427451291355124 0.03927336441109542 0.09837921911403162
120 5 1 5 A 2 48 290.3784717230336 1045.1517406389935 0.7221662076116339 74.72913316394647 100.5052689509309 0.8257429826184133 1.297190676098836 0.8059898838452091 0.9739899261325631 0.8820617211829964 0.7585750990780934 0.7994063130062822
120 5 5 1 A 2 48 678.1561957066963 1045.1517406389935 0.3511409211335384 15.558542388318637 15.55854238831863 0.24136841515647697 0.24208809428312877 0.15041779021906898 0.15882528815535266 0.15450725041812954 0.04089451428895762 0.11025151497315594
120 5 1 5 A 2 49 77.81266641752342 1018.8951048110059 0.923630346195493 347.7084303811955 347.7084303811954 0.7942869398024427 1.270723149240705 0.7895446847768574 0.7938431723505335 0.7916880939239582 0.744412167100849 0.7798330813647506
120 5 5 1 A 2 49 688.3831936113978 1018.8951048110058 0.3243826667131887 13.803674370866275 13.803674370866277 0.2362736606531642 0.2188736012942305 0.1359938147369773 0.1416974182445435 0.1387870422739545 0.03985487626577138 0.09530848512018782
120 5 1 5 A 2 50 221.17693484877526 1074.6864697081635 0.7941939895187877 110.9446567924679 149.2125239179859 0.6935770138646471 1.0397060133278195 0.6460056677522757 0.8627032203104671 0.7387921875694883 0.5665699204475391 0.6333956963221952
120 5 5 1 A 2 50 750.6384041073849 1074.6864697081637 0.3015280035011287 12.411277966920553 12.41127796692055 0.23268769331500866 0.2182238232879185 0.13559008496194716 0.14056428396262577 0.13803238586685831 0.036652080757838865 0.09502471169918492
120 5 1 5 A 2 51 820.3761943663271 1004.215210893968 0.18306734904362235 6.442619570710713 8.66485646611529 0.663955869559265 0.9962348412685218 0.6189955099055824 0.77450785975965 0.6880742422502765 0.5402509050056172 0.6059585132847459
120 5 5 1 A 2 51 719.4681486345141 1004.2152108939681 0.28355183149035124 11.37851349708323 11.37851349708323 0.24026989440314744 0.24894648234842942 0.15467914631880697 0.1618453829723019 0.15818114147338053 0.04262333855344401 0.11487936723372438
120 5 1 5 A 2 52 490.7784856537596 1053.408365055444 0.5341042449117741 32.95908338616577 44.32757881501715 0.7210107284074121 1.0549201679861437 0.6554587535412855 0.9484241227247978 0.775184899731483 0.5884734157597067 0.6437968414467334
120 5 5 1 A 2 52 725.7857705481587 1053.4083650554437 0.3110119545045016 12.977864783668212 12.977864783668203 0.2356643142855709 0.2062496797246749 0.12815013125467178 0.13350613640122386 0.1307733161249612 0.03844532744453129 0.08717311549752109
120 5 1 5 A 2 53 164.17767851406452 1163.681842628277 0.8589153216112276 175.0283289321936 175.02832893219357 0.7061841336186978 1.1131699258024224 0.6916513630021761 0.7985051638569753 0.7412472112711885 0.6089633735177541 0.6769908279557654
120 5 5 1 A 2 53 763.4841911502658 1163.681842628277 0.3439064156695355 15.069968197584227 15.069968197584233 0.23052241029946002 0.21059583339478324 0.1308505483608746 0.134394851276036 0.13259901970341537 0.036789836139957975 0.09029315897482967
120 5 1 5 A 2 54 129.16407172380687 1119.5318093605638 0.8846267067680902 220.44111862578228 220.44111862578234 0.8031936860396814 1.2894068824970526 0.8011535409570194 0.8813928980013177 0.8393599425942618 0.7434919582158847 0.7916878956424499
120 5 5 1 A 2 54 773.5405253444499 1119.5318093605638 0.3090499806465809 12.859377226595681 12.85937722659567 0.24153048405680813 0.22897979365714058 0.14227314510743289 0.14962303987220646 0.14585555795899494 0.04269066738935086 0.10177742192189014
120 5 1 5 A 2 55 187.30107804365355 1119.361297835377 0.8326714721994974 143.06768331982929 143.06768331982923 0.7789097112986925 1.2250117201018482 0.7611425769442395 0.859992530432738 0.807553827916894 0.7099609008818607 0.7502055314373756
120 5 5 1 A 2 55 757.7722579152789 1119.3612978353772 0.32303157221831746 13.718745690562201 13.718745690562194 0.232024891102826 0.2142996113188873 0.13315183497497113 0.13883043608073733 0.13593185499020513 0.0336347405402292 0.09238848747079494
120 5 1 5 A 2 56 141.4360835260893 1065.697167543334 0.8672830445330633 187.8764280162935 252.68018144800047 0.7397964418646361 1.1473450590786478 0.7128855671999257 0.8656335357191659 0.781869098647284 0.6488533475614319 0.7030963570434813
120 5 5 1 A 2 56 744.2140287609263 1065.697167543334 0.30166462722566567 12.419330841401477 12.419330841401479 0.2416273514336737 0.2295619727608381 0.14263487332273075 0.14898786320787424 0.14574216844748156 0.044329132159584866 0.10236262047593105
120 5 1 5 A 2 57 103.0632391781963 1038.2256831999546 0.9007313719493615 260.8681861739256 260.86818617392584 0.7399222934950316 1.1784357210987464 0.7322032816515986 0.7725660626580273 0.7518433419846 0.6698587143974207 0.7195035262759326
120 5 5 1 A 2 57 722.9284916427657 1038.2256831999546 0.30368849149001925 12.538991562873049 12.538991562873065 0.24449187493675253 0.23690543465928424 0.1471976227408428 0.15284973016226883 0.14997044099056234 0.05016515947365571 0.10722491707755885
