Size k SimNum SSE SSR RSQ FSTAT Calinski-Harabasz Fowlkes-Mallows Mutual-Information Homogeneity Completeness V-measure Adjusted-Rand Adjusted-Mutual-Info
900 5 0 108679.65042001044 408942.207834914 0.7342420314219965 618.181480727459 618.1814807274588 nan 0.7738895030170518 0.7875746569036439 0.9034230017736283 0.8415305095304311 0.8289063291486596 0.7854677187681482
900 5 1 46741.338596129244 392614.99330415006 0.8809486662677709 1655.6913551322298 1655.6913551322293 nan 0.9613616313671408 0.978361967738979 0.9672672275425822 0.9727829643623728 0.9820868145936932 0.9669541487580077
900 5 2 50186.36052542184 431911.31289921614 0.8838040147905722 1701.8759120891355 1701.8759120891343 nan 0.9743236462280533 0.9915531977105246 0.9938789000786378 0.9927146867499097 0.996393428357589 0.9914713988668131
900 5 3 52367.76126914294 414043.4268920794 0.8735210901372608 1545.3196436490784 1545.3196436490796 nan 0.9613616313671408 0.978361967738979 0.9672672275425823 0.9727829643623728 0.9820868145936932 0.9669541487580078
900 5 4 52472.42949046479 428298.69593351905 0.8774863664338366 1602.5773522057768 1602.5773522057764 nan 0.9582857801472124 0.9752317243905712 0.962033270328367 0.9685875372765411 0.9785379520322521 0.9616709915040851
900 5 5 50984.80464507269 409697.7078496043 0.8755550649461075 1574.2339830612798 1574.233983061278 nan 0.9613616313671409 0.9783619677389791 0.9672672275425824 0.972782964362373 0.9820868145936932 0.9669541487580079
900 5 6 109115.75244106747 419314.4875336103 0.7397758587286558 636.0856743799899 636.0856743799905 nan 0.7742988145510223 0.7879912065398346 0.9321249063913143 0.8540193584739965 0.8322479825646625 0.7859837630252959
900 5 7 57163.68788831528 444893.85214970214 0.8715116254987486 1517.652682293415 1517.6526822934147 nan 0.9613616313671409 0.9783619677389791 0.9672672275425824 0.972782964362373 0.9820868145936932 0.9669541487580079
900 5 8 48252.35192059816 387510.7785577899 0.8754812650626641 1573.1683521869402 1573.1683521869386 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 9 58076.217353587264 431839.4133325573 0.8655143195351114 1439.995903850458 1439.9959038504585 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 10 51196.32044576669 414968.22701859183 0.8766259267279446 1589.8401171602156 1589.8401171602147 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 11 60123.52143306379 415312.32693608 0.8552329956670963 1321.837000511998 1321.8370005119987 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 12 57671.11788458103 436357.48151788954 0.8678351573485817 1469.2115736776193 1469.2115736776195 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 13 106102.87102595356 406873.47781461466 0.7392239189542416 634.2658084388826 634.2658084388821 nan 0.773889503017052 0.787574656903644 0.9141535199367685 0.846156459791612 0.8303424670364704 0.7854734051931849
900 5 14 123848.5343629083 432644.45429216756 0.7137406174186792 557.8837685855133 557.8837685855132 nan 0.7758548655866317 0.7895747741624951 0.8381387703405627 0.8131323014953727 0.7643887721898797 0.7875077016853286
900 5 15 104239.14749384137 404349.0708450923 0.7422050524909558 644.1878791632454 644.187879163245 nan 0.774022616372067 0.7877101241822368 0.9473928309061406 0.8602036234148718 0.8336131134728317 0.7858632981122278
900 5 16 54850.20710477828 405786.79042784276 0.8648299836302046 1431.5727262166577 1431.572726216657 nan 0.9613616313671408 0.978361967738979 0.9672672275425822 0.9727829643623728 0.9820868145936932 0.9669541487580077
900 5 17 114567.66517111025 427343.8814696746 0.7319075570308821 610.8501756781118 610.8501756781119 11.756115212427032 0.7766626805553395 0.790396874209519 0.8090093199620695 0.7995947996632402 0.7383307995875308 0.7883540754604759
900 5 18 114444.41122700216 429882.97815466335 0.7337777557086075 616.713202447859 616.7132024478586 nan 0.773889503017052 0.787574656903644 0.923333033756618 0.8500677169649469 0.8314321404916398 0.7855001554261485
900 5 19 105795.82189946115 412203.12257724337 0.743340561716303 648.0277982225585 648.0277982225588 nan 0.7738895030170518 0.7875746569036439 0.9256530087003019 0.8510495894682766 0.8319770385540491 0.7854972114181001
900 5 20 54707.03712742354 423485.27141612757 0.8708171433105946 1508.2909668440955 1508.2909668440964 nan 0.9613616313671408 0.978361967738979 0.9672672275425823 0.9727829643623728 0.9820868145936932 0.9669541487580078
900 5 21 49007.709372267745 399666.6508947853 0.8773785371820544 1600.9713404410165 1600.9713404410165 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 22 46555.96982904578 374863.43524158944 0.8758055188843861 1577.8598460261596 1577.8598460261592 nan 0.9555379445602028 0.9724352971729519 0.9590283083451857 0.965685271375067 0.9785777716720916 0.9586374990483559
900 5 23 47676.97770850331 387841.2820453926 0.8770709052500418 1596.4049474932267 1596.4049474932262 nan 0.9613616313671409 0.9783619677389791 0.9672672275425823 0.9727829643623729 0.9820868145936932 0.9669541487580078
900 5 24 105315.70661023987 400183.0892647582 0.7368311919333409 626.4647410392399 626.46474103924 nan 0.7738895030170518 0.7875746569036439 0.9212348917835627 0.8491774339410758 0.8311943796068475 0.7854918839255134
900 5 25 54875.78026889684 432619.2981641395 0.8731545714632534 1540.207933534676 1540.2079335346766 nan 0.9613616313671408 0.978361967738979 0.9672672275425823 0.9727829643623728 0.9820868145936932 0.9669541487580078
